"State","County","year","income"
"Missouri","Crawford",2017,34420
"Missouri","Dade",2017,33394
"Missouri","Dallas",2017,31995
"Missouri","Daviess",2017,33550
"Missouri","DeKalb",2017,27762
"Missouri","Dent",2017,31694
"Missouri","Douglas",2017,27092
"Missouri","Dunklin",2017,32503
"Missouri","Franklin",2017,43552
"Missouri","Gasconade",2017,38720
"Missouri","Gentry",2017,42137
"Missouri","Greene",2017,43187
"Missouri","Grundy",2017,33951
"Missouri","Harrison",2017,37243
"Missouri","Henry",2017,41289
"Missouri","Hickory",2017,26925
"Missouri","Holt",2017,46192
"Missouri","Howard",2017,37770
"Missouri","Howell",2017,32414
"Missouri","Iron",2017,32809
"Missouri","Jackson",2017,45310
"Missouri","Jasper",2017,39267
"Missouri","Jefferson",2017,40783
"Missouri","Johnson",2017,35492
"Missouri","Knox",2017,32511
"Missouri","Laclede",2017,35355
"Missouri","Lafayette",2017,41244
"Missouri","Lawrence",2017,32930
"Missouri","Lewis",2017,34177
"Missouri","Lincoln",2017,39371
"Missouri","Linn",2017,37897
"Missouri","Livingston",2017,38646
"Missouri","McDonald",2017,27565
"Missouri","Macon",2017,40803
"Missouri","Madison",2017,35592
"Missouri","Maries",2017,31914
"Missouri","Marion",2017,39193
"Missouri","Mercer",2017,34160
"Missouri","Miller",2017,34602
"Missouri","Mississippi",2017,32205
"Missouri","Moniteau",2017,36487
"Missouri","Monroe",2017,39876
"Missouri","Montgomery",2017,41245
"Missouri","Morgan",2017,41398
"Missouri","New Madrid",2017,32116
"Missouri","Newton",2017,38011
"Missouri","Nodaway",2017,29854
"Missouri","Oregon",2017,28216
"Missouri","Osage",2017,44031
"Missouri","Ozark",2017,29019
"Missouri","Pemiscot",2017,31486
"Missouri","Perry",2017,39990
"Missouri","Pettis",2017,36732
"Missouri","Phelps",2017,37711
"Missouri","Pike",2017,34128
"Missouri","Platte",2017,57099
"Missouri","Polk",2017,32640
"Missouri","Pulaski",2017,39638
"Missouri","Putnam",2017,33888
"Missouri","Ralls",2017,40118
"Missouri","Randolph",2017,38342
"Missouri","Ray",2017,40694
"Missouri","Reynolds",2017,33096
"Missouri","Ripley",2017,30026
"Missouri","St. Charles",2017,51137
"Missouri","St. Clair",2017,29011
"Missouri","Ste. Genevieve",2017,38041
"Missouri","St. Francois",2017,32899
"Missouri","St. Louis",2017,67368
"Missouri","Saline",2017,38453
"Missouri","Schuyler",2017,27926
"Missouri","Scotland",2017,32456
"Missouri","Scott",2017,39067
"Missouri","Shannon",2017,28352
"Missouri","Shelby",2017,38567
"Missouri","Stoddard",2017,36037
"Missouri","Stone",2017,37272
"Missouri","Sullivan",2017,39075
"Missouri","Taney",2017,34736
"Missouri","Texas",2017,27080
"Missouri","Vernon",2017,36117
"Missouri","Warren",2017,39778
"Missouri","Washington",2017,28414
"Missouri","Wayne",2017,29061
"Missouri","Webster",2017,31583
"Missouri","Worth",2017,36159
"Missouri","Wright",2017,30860
"Missouri","St. Louis City",2017,45137
"Montana",NA,2017,45312
"Montana","Beaverhead",2017,43053
"Montana","Big Horn",2017,28131
"Montana","Blaine",2017,29329
"Montana","Broadwater",2017,38075
"Montana","Carbon",2017,44912
"Montana","Carter",2017,45046
"Montana","Cascade",2017,45291
"Montana","Chouteau",2017,32696
"Montana","Custer",2017,43211
"Montana","Daniels",2017,36517
"Montana","Dawson",2017,41391
"Montana","Deer Lodge",2017,37837
"Montana","Fallon",2017,48075
"Montana","Fergus",2017,41218
"Montana","Flathead",2017,45604
"Montana","Gallatin",2017,52337
"Montana","Garfield",2017,35337
"Montana","Glacier",2017,32465
"Montana","Golden Valley",2017,45549
"Montana","Granite",2017,41675
"Montana","Hill",2017,42696
"Montana","Jefferson",2017,46643
"Montana","Judith Basin",2017,45571
"Montana","Lake",2017,37473
"Montana","Lewis and Clark",2017,47214
"Montana","Liberty",2017,35086
"Montana","Lincoln",2017,33901
"Montana","McCone",2017,37820
"Montana","Madison",2017,46822
"Montana","Meagher",2017,43317
"Montana","Mineral",2017,37968
"Montana","Missoula",2017,47086
"Montana","Musselshell",2017,40034
"Montana","Park",2017,46050
"Montana","Petroleum",2017,34908
"Montana","Phillips",2017,36841
"Montana","Pondera",2017,38417
"Montana","Powder River",2017,32616
"Montana","Powell",2017,38803
"Montana","Prairie",2017,42098
"Montana","Ravalli",2017,42519
"Montana","Richland",2017,55123
"Montana","Roosevelt",2017,33611
"Montana","Rosebud",2017,40705
"Montana","Sanders",2017,33508
"Montana","Sheridan",2017,51826
"Montana","Silver Bow",2017,47009
"Montana","Stillwater",2017,49065
"Montana","Sweet Grass",2017,42167
"Montana","Teton",2017,41597
"Montana","Toole",2017,41874
"Montana","Treasure",2017,43436
"Montana","Valley",2017,44298
"Montana","Wheatland",2017,33292
"Montana","Wibaux",2017,48000
"Montana","Yellowstone",2017,49899
"Nebraska",NA,2017,50663
"Nebraska","Adams",2017,46838
"Nebraska","Antelope",2017,46749
"Nebraska","Arthur",2017,38440
"Nebraska","Banner",2017,47049
"Nebraska","Blaine",2017,50623
"Nebraska","Boone",2017,51707
"Nebraska","Box Butte",2017,45096
"Nebraska","Boyd",2017,47471
"Nebraska","Brown",2017,47401
"Nebraska","Buffalo",2017,51634
"Nebraska","Burt",2017,47778
"Nebraska","Butler",2017,44557
"Nebraska","Cass",2017,50955
"Nebraska","Cedar",2017,49736
"Nebraska","Chase",2017,45521
"Nebraska","Cherry",2017,44551
"Nebraska","Cheyenne",2017,47667
"Nebraska","Clay",2017,44165
"Nebraska","Colfax",2017,39161
"Nebraska","Cuming",2017,56805
"Nebraska","Custer",2017,44158
"Nebraska","Dakota",2017,40534
"Nebraska","Dawes",2017,36124
"Nebraska","Dawson",2017,40642
"Nebraska","Deuel",2017,39143
"Nebraska","Dixon",2017,41756
"Nebraska","Dodge",2017,45367
"Nebraska","Douglas",2017,60202
"Nebraska","Dundy",2017,49255
"Nebraska","Fillmore",2017,54567
"Nebraska","Franklin",2017,43032
"Nebraska","Frontier",2017,41620
"Nebraska","Furnas",2017,44954
"Nebraska","Gage",2017,47267
"Nebraska","Garden",2017,39119
"Nebraska","Garfield",2017,41369
"Nebraska","Gosper",2017,45414
"Nebraska","Grant",2017,39233
"Nebraska","Greeley",2017,41735
"Nebraska","Hall",2017,41813
"Nebraska","Hamilton",2017,52577
"Nebraska","Harlan",2017,40488
"Nebraska","Hayes",2017,41504
"Nebraska","Hitchcock",2017,36388
"Nebraska","Holt",2017,51310
"Nebraska","Hooker",2017,51251
"Nebraska","Howard",2017,41389
"Nebraska","Jefferson",2017,45580
"Nebraska","Johnson",2017,36160
"Nebraska","Kearney",2017,53680
"Nebraska","Keith",2017,42074
"Nebraska","Keya Paha",2017,57783
"Nebraska","Kimball",2017,43458
"Nebraska","Knox",2017,43274
"Nebraska","Lancaster",2017,47565
"Nebraska","Lincoln",2017,44829
"Nebraska","Logan",2017,41823
"Nebraska","Loup",2017,49483
"Nebraska","McPherson",2017,47877
"Nebraska","Madison",2017,47981
"Nebraska","Merrick",2017,45743
"Nebraska","Morrill",2017,46306
"Nebraska","Nance",2017,36183
"Nebraska","Nemaha",2017,48198
"Nebraska","Nuckolls",2017,45687
"Nebraska","Otoe",2017,51478
"Nebraska","Pawnee",2017,43716
"Nebraska","Perkins",2017,51096
"Nebraska","Phelps",2017,51269
"Nebraska","Pierce",2017,51176
"Nebraska","Platte",2017,46431
"Nebraska","Polk",2017,47203
"Nebraska","Red Willow",2017,43499
"Nebraska","Richardson",2017,46076
"Nebraska","Rock",2017,53598
"Nebraska","Saline",2017,41042
"Nebraska","Sarpy",2017,48385
"Nebraska","Saunders",2017,49967
"Nebraska","Scotts Bluff",2017,41969
"Nebraska","Seward",2017,47742
"Nebraska","Sheridan",2017,42935
"Nebraska","Sherman",2017,38751
"Nebraska","Sioux",2017,43225
"Nebraska","Stanton",2017,44814
"Nebraska","Thayer",2017,49838
"Nebraska","Thomas",2017,51695
"Nebraska","Thurston",2017,41500
"Nebraska","Valley",2017,42957
"Nebraska","Washington",2017,54969
"Nebraska","Wayne",2017,43428
"Nebraska","Webster",2017,45263
"Nebraska","Wheeler",2017,60085
"Nebraska","York",2017,47461
"Nevada",NA,2017,46914
"Nevada","Churchill",2017,41609
"Nevada","Clark",2017,45087
"Nevada","Douglas",2017,70128
"Nevada","Elko",2017,44746
"Nevada","Esmeralda",2017,43346
"Nevada","Eureka",2017,37990
"Nevada","Humboldt",2017,45977
"Nevada","Lander",2017,60805
"Nevada","Lincoln",2017,35087
"Nevada","Lyon",2017,36999
"Nevada","Mineral",2017,36585
"Nevada","Nye",2017,36551
"Nevada","Pershing",2017,32938
"Nevada","Storey",2017,52606
"Nevada","Washoe",2017,56151
"Nevada","White Pine",2017,42007
"Nevada","Carson City",2017,48065
"New Hampshire",NA,2017,58397
"New Hampshire","Belknap",2017,58036
"New Hampshire","Carroll",2017,56486
"New Hampshire","Cheshire",2017,49671
"New Hampshire","Coos",2017,41448
"New Hampshire","Grafton",2017,57494
"New Hampshire","Hillsborough",2017,58305
"New Hampshire","Merrimack",2017,55169
"New Hampshire","Rockingham",2017,70163
"New Hampshire","Strafford",2017,48263
"New Hampshire","Sullivan",2017,49427
"New Jersey",NA,2017,64924
"New Jersey","Atlantic",2017,46549
"New Jersey","Bergen",2017,81483
"New Jersey","Burlington",2017,59389
"New Jersey","Camden",2017,51852
"New Jersey","Cape May",2017,57976
"New Jersey","Cumberland",2017,38630
"New Jersey","Essex",2017,64232
"New Jersey","Gloucester",2017,52455
"New Jersey","Hudson",2017,62461
"New Jersey","Hunterdon",2017,84958
"New Jersey","Mercer",2017,65877
"New Jersey","Middlesex",2017,58172
"New Jersey","Monmouth",2017,75762
"New Jersey","Morris",2017,93555
"New Jersey","Ocean",2017,49749
"New Jersey","Passaic",2017,48294
"New Jersey","Salem",2017,46435
"New Jersey","Somerset",2017,99533
"New Jersey","Sussex",2017,58717
"New Jersey","Union",2017,65036
"New Jersey","Warren",2017,53405
"New Mexico",NA,2017,39521
"New Mexico","Bernalillo",2017,42112
"New Mexico","Catron",2017,30739
"New Mexico","Chaves",2017,38118
"New Mexico","Cibola",2017,27098
"New Mexico","Colfax",2017,38637
"New Mexico","Curry",2017,43467
"New Mexico","De Baca",2017,38634
"New Mexico","Doña Ana",2017,35144
"New Mexico","Eddy",2017,47687
"New Mexico","Grant",2017,38237
"New Mexico","Guadalupe",2017,31501
"New Mexico","Harding",2017,36820
"New Mexico","Hidalgo",2017,38969
"New Mexico","Lea",2017,38167
"New Mexico","Lincoln",2017,39661
"New Mexico","Los Alamos",2017,67791
"New Mexico","Luna",2017,29887
"New Mexico","McKinley",2017,26636
"New Mexico","Mora",2017,34013
"New Mexico","Otero",2017,33339
"New Mexico","Quay",2017,36686
"New Mexico","Rio Arriba",2017,33084
"New Mexico","Roosevelt",2017,39614
"New Mexico","Sandoval",2017,39928
"New Mexico","San Juan",2017,33613
"New Mexico","San Miguel",2017,32971
"New Mexico","Santa Fe",2017,55273
"New Mexico","Sierra",2017,38415
"New Mexico","Socorro",2017,32718
"New Mexico","Taos",2017,36575
"New Mexico","Torrance",2017,29072
"New Mexico","Union",2017,32519
"New Mexico","Valencia",2017,32111
"New York",NA,2017,65644
"New York","Albany",2017,59429
"New York","Allegany",2017,34137
"New York","Bronx",2017,36321
"New York","Broome",2017,42970
"New York","Cattaraugus",2017,38988
"New York","Cayuga",2017,40976
"New York","Chautauqua",2017,40102
"New York","Chemung",2017,42745
"New York","Chenango",2017,40907
"New York","Clinton",2017,43228
"New York","Columbia",2017,53880
"New York","Cortland",2017,39592
"New York","Delaware",2017,38175
"New York","Dutchess",2017,53918
"New York","Erie",2017,49957
"New York","Essex",2017,44298
"New York","Franklin",2017,37006
"New York","Fulton",2017,42068
"New York","Genesee",2017,42425
"New York","Greene",2017,46011
"New York","Hamilton",2017,51880
"New York","Herkimer",2017,40487
"New York","Jefferson",2017,45476
"New York","Kings",2017,50301
"New York","Lewis",2017,43095
"New York","Livingston",2017,44054
"New York","Madison",2017,43019
"New York","Monroe",2017,51316
"New York","Montgomery",2017,41112
"New York","Nassau",2017,85168
"New York","New York",2017,182821
"New York","Niagara",2017,44181
"New York","Oneida",2017,43413
"New York","Onondaga",2017,51012
"New York","Ontario",2017,51842
"New York","Orange",2017,49912
"New York","Orleans",2017,38049
"New York","Oswego",2017,39285
"New York","Otsego",2017,42188
"New York","Putnam",2017,62662
"New York","Queens",2017,47956
"New York","Rensselaer",2017,47797
"New York","Richmond",2017,54563
"New York","Rockland",2017,57966
"New York","St. Lawrence",2017,36935
"New York","Saratoga",2017,64977
"New York","Schenectady",2017,49202
"New York","Schoharie",2017,39357
"New York","Schuyler",2017,40772
"New York","Seneca",2017,37724
"New York","Steuben",2017,43582
"New York","Suffolk",2017,65445
"New York","Sullivan",2017,44483
"New York","Tioga",2017,44115
"New York","Tompkins",2017,43466
"New York","Ulster",2017,48508
"New York","Warren",2017,50611
"New York","Washington",2017,39189
"New York","Wayne",2017,45153
"New York","Westchester",2017,103169
"New York","Wyoming",2017,39139
"New York","Yates",2017,38824
"North Carolina",NA,2017,44180
"North Carolina","Alamance",2017,38141
"North Carolina","Alexander",2017,36178
"North Carolina","Alleghany",2017,36949
"North Carolina","Anson",2017,33531
"North Carolina","Ashe",2017,35368
"North Carolina","Avery",2017,34942
"North Carolina","Beaufort",2017,40279
"North Carolina","Bertie",2017,33839
"North Carolina","Bladen",2017,33917
"North Carolina","Brunswick",2017,41619
"North Carolina","Buncombe",2017,46143
"North Carolina","Burke",2017,33747
"North Carolina","Cabarrus",2017,43546
"North Carolina","Caldwell",2017,33792
"North Carolina","Camden",2017,43656
"North Carolina","Carteret",2017,47248
"North Carolina","Caswell",2017,34566
"North Carolina","Catawba",2017,43318
"North Carolina","Chatham",2017,59921
"North Carolina","Cherokee",2017,31101
"North Carolina","Chowan",2017,38904
"North Carolina","Clay",2017,32611
"North Carolina","Cleveland",2017,36182
"North Carolina","Columbus",2017,31351
"North Carolina","Craven",2017,41831
"North Carolina","Cumberland",2017,36990
"North Carolina","Currituck",2017,43885
"North Carolina","Dare",2017,53834
"North Carolina","Davidson",2017,37867
"North Carolina","Davie",2017,45965
"North Carolina","Duplin",2017,33900
"North Carolina","Durham",2017,48051
"North Carolina","Edgecombe",2017,33327
"North Carolina","Forsyth",2017,47062
"North Carolina","Franklin",2017,34674
"North Carolina","Gaston",2017,39795
"North Carolina","Gates",2017,35418
"North Carolina","Graham",2017,31517
"North Carolina","Granville",2017,36852
"North Carolina","Greene",2017,32493
"North Carolina","Guilford",2017,44268
"North Carolina","Halifax",2017,34615
"North Carolina","Harnett",2017,33064
"North Carolina","Haywood",2017,38634
"North Carolina","Henderson",2017,41286
"North Carolina","Hertford",2017,31830
"North Carolina","Hoke",2017,29898
"North Carolina","Hyde",2017,42039
"North Carolina","Iredell",2017,48027
"North Carolina","Jackson",2017,31851
"North Carolina","Johnston",2017,38249
"North Carolina","Jones",2017,38420
"North Carolina","Lee",2017,38287
"North Carolina","Lenoir",2017,39268
"North Carolina","Lincoln",2017,43920
"North Carolina","McDowell",2017,32721
"North Carolina","Macon",2017,38762
"North Carolina","Madison",2017,32655
"North Carolina","Martin",2017,33727
"North Carolina","Mecklenburg",2017,58539
"North Carolina","Mitchell",2017,34699
"North Carolina","Montgomery",2017,33760
"North Carolina","Moore",2017,49257
"North Carolina","Nash",2017,40255
"North Carolina","New Hanover",2017,43722
"North Carolina","Northampton",2017,33064
"North Carolina","Onslow",2017,44836
"North Carolina","Orange",2017,63460
"North Carolina","Pamlico",2017,41610
"North Carolina","Pasquotank",2017,38091
"North Carolina","Pender",2017,35296
"North Carolina","Perquimans",2017,39533
"North Carolina","Person",2017,36510
"North Carolina","Pitt",2017,39873
"North Carolina","Polk",2017,43202
"North Carolina","Randolph",2017,35910
"North Carolina","Richmond",2017,34272
"North Carolina","Robeson",2017,28270
"North Carolina","Rockingham",2017,35862
"North Carolina","Rowan",2017,36576
"North Carolina","Rutherford",2017,31351
"North Carolina","Sampson",2017,36130
"North Carolina","Scotland",2017,31732
"North Carolina","Stanly",2017,37703
"North Carolina","Stokes",2017,35623
"North Carolina","Surry",2017,37284
"North Carolina","Swain",2017,37192
"North Carolina","Transylvania",2017,40066
"North Carolina","Tyrrell",2017,29728
"North Carolina","Union",2017,49251
"North Carolina","Vance",2017,33671
"North Carolina","Wake",2017,55860
"North Carolina","Warren",2017,29360
"North Carolina","Washington",2017,34757
"North Carolina","Watauga",2017,35384
"North Carolina","Wayne",2017,37309
"North Carolina","Wilkes",2017,35681
"North Carolina","Wilson",2017,38746
"North Carolina","Yadkin",2017,36046
"North Carolina","Yancey",2017,34410
"North Dakota",NA,2017,52669
"North Dakota","Adams",2017,59898
"North Dakota","Barnes",2017,51317
"North Dakota","Benson",2017,31802
"North Dakota","Billings",2017,73638
"North Dakota","Bottineau",2017,50630
"North Dakota","Bowman",2017,58542
"North Dakota","Burke",2017,61857
"North Dakota","Burleigh",2017,56041
"North Dakota","Cass",2017,53945
"North Dakota","Cavalier",2017,57084
"North Dakota","Dickey",2017,46920
"North Dakota","Divide",2017,48780
"North Dakota","Dunn",2017,58392
"North Dakota","Eddy",2017,50853
"North Dakota","Emmons",2017,46819
"North Dakota","Foster",2017,62124
"North Dakota","Golden Valley",2017,42654
"North Dakota","Grand Forks",2017,49288
"North Dakota","Grant",2017,43501
"North Dakota","Griggs",2017,53404
"North Dakota","Hettinger",2017,49252
"North Dakota","Kidder",2017,46102
"North Dakota","LaMoure",2017,45878
"North Dakota","Logan",2017,54915
"North Dakota","McHenry",2017,46146
"North Dakota","McIntosh",2017,57695
"North Dakota","McKenzie",2017,58378
"North Dakota","McLean",2017,48957
"North Dakota","Mercer",2017,58294
"North Dakota","Morton",2017,50301
"North Dakota","Mountrail",2017,53085
"North Dakota","Nelson",2017,60168
"North Dakota","Oliver",2017,46260
"North Dakota","Pembina",2017,52261
"North Dakota","Pierce",2017,46147
"North Dakota","Ramsey",2017,46644
"North Dakota","Ransom",2017,50854
"North Dakota","Renville",2017,51213
"North Dakota","Richland",2017,49749
"North Dakota","Rolette",2017,34033
"North Dakota","Sargent",2017,58106
"North Dakota","Sheridan",2017,31244
"North Dakota","Sioux",2017,27871
"North Dakota","Slope",2017,44331
"North Dakota","Stark",2017,59310
"North Dakota","Steele",2017,58300
"North Dakota","Stutsman",2017,49889
"North Dakota","Towner",2017,45601
"North Dakota","Traill",2017,50421
"North Dakota","Walsh",2017,47825
"North Dakota","Ward",2017,51354
"North Dakota","Wells",2017,55222
"North Dakota","Williams",2017,65617
"Ohio",NA,2017,46651
"Ohio","Adams",2017,33343
"Ohio","Allen",2017,40712
"Ohio","Ashland",2017,36962
"Ohio","Ashtabula",2017,37112
"Ohio","Athens",2017,32414
"Ohio","Auglaize",2017,46638
"Ohio","Belmont",2017,39612
"Ohio","Brown",2017,35830
"Ohio","Butler",2017,45335
"Ohio","Carroll",2017,38047
"Ohio","Champaign",2017,39658
"Ohio","Clark",2017,39235
"Ohio","Clermont",2017,51123
"Ohio","Clinton",2017,43518
"Ohio","Columbiana",2017,36481
"Ohio","Coshocton",2017,33511
"Ohio","Crawford",2017,37139
"Ohio","Cuyahoga",2017,52313
"Ohio","Darke",2017,40146
"Ohio","Defiance",2017,39462
"Ohio","Delaware",2017,71434
"Ohio","Erie",2017,59366
"Ohio","Fairfield",2017,44441
"Ohio","Fayette",2017,37148
"Ohio","Franklin",2017,48659
"Ohio","Fulton",2017,43517
"Ohio","Gallia",2017,37425
"Ohio","Geauga",2017,65854
"Ohio","Greene",2017,48224
"Ohio","Guernsey",2017,38473
"Ohio","Hamilton",2017,56795
"Ohio","Hancock",2017,49251
"Ohio","Hardin",2017,31427
"Ohio","Harrison",2017,37514
"Ohio","Henry",2017,43622
"Ohio","Highland",2017,35029
"Ohio","Hocking",2017,36851
"Ohio","Holmes",2017,42772
"Ohio","Huron",2017,39074
"Ohio","Jackson",2017,34597
"Ohio","Jefferson",2017,37350
"Ohio","Knox",2017,40700
"Ohio","Lake",2017,48600
"Ohio","Lawrence",2017,36580
"Ohio","Licking",2017,44464
"Ohio","Logan",2017,41115
"Ohio","Lorain",2017,44299
"Ohio","Lucas",2017,44230
"Ohio","Madison",2017,40598
"Ohio","Mahoning",2017,41326
"Ohio","Marion",2017,36753
"Ohio","Medina",2017,53364
"Ohio","Meigs",2017,33091
"Ohio","Mercer",2017,47672
"Ohio","Miami",2017,45639
"Ohio","Monroe",2017,31984
"Ohio","Montgomery",2017,44998
"Ohio","Morgan",2017,31810
"Ohio","Morrow",2017,37585
"Ohio","Muskingum",2017,39195
"Ohio","Noble",2017,25881
"Ohio","Ottawa",2017,49171
"Ohio","Paulding",2017,38111
"Ohio","Perry",2017,36048
"Ohio","Pickaway",2017,39759
"Ohio","Pike",2017,36186
"Ohio","Portage",2017,42176
"Ohio","Preble",2017,38751
"Ohio","Putnam",2017,46590
"Ohio","Richland",2017,37865
"Ohio","Ross",2017,35512
"Ohio","Sandusky",2017,39827
"Ohio","Scioto",2017,36917
"Ohio","Seneca",2017,38104
"Ohio","Shelby",2017,44072
"Ohio","Stark",2017,43297
"Ohio","Summit",2017,48894
"Ohio","Trumbull",2017,39457
"Ohio","Tuscarawas",2017,41603
"Ohio","Union",2017,53461
"Ohio","Van Wert",2017,39815
"Ohio","Vinton",2017,32114
"Ohio","Warren",2017,57376
"Ohio","Washington",2017,40332
"Ohio","Wayne",2017,42143
"Ohio","Williams",2017,39838
"Ohio","Wood",2017,45082
"Ohio","Wyandot",2017,42162
"Oklahoma",NA,2017,43634
"Oklahoma","Adair",2017,28197
"Oklahoma","Alfalfa",2017,38924
"Oklahoma","Atoka",2017,30968
"Oklahoma","Beaver",2017,47038
"Oklahoma","Beckham",2017,35662
"Oklahoma","Blaine",2017,39136
"Oklahoma","Bryan",2017,33396
"Oklahoma","Caddo",2017,33526
"Oklahoma","Canadian",2017,43108
"Oklahoma","Carter",2017,40816
"Oklahoma","Cherokee",2017,30907
"Oklahoma","Choctaw",2017,30521
"Oklahoma","Cimarron",2017,59361
"Oklahoma","Cleveland",2017,43042
"Oklahoma","Coal",2017,31645
"Oklahoma","Comanche",2017,39667
"Oklahoma","Cotton",2017,38520
"Oklahoma","Craig",2017,34497
"Oklahoma","Creek",2017,38749
"Oklahoma","Custer",2017,39009
"Oklahoma","Delaware",2017,30427
"Oklahoma","Dewey",2017,40245
"Oklahoma","Ellis",2017,51419
"Oklahoma","Garfield",2017,42493
"Oklahoma","Garvin",2017,36372
"Oklahoma","Grady",2017,38134
"Oklahoma","Grant",2017,44908
"Oklahoma","Greer",2017,26804
"Oklahoma","Harmon",2017,35064
"Oklahoma","Harper",2017,44080
"Oklahoma","Haskell",2017,31417
"Oklahoma","Hughes",2017,30335
"Oklahoma","Jackson",2017,37594
"Oklahoma","Jefferson",2017,31246
"Oklahoma","Johnston",2017,34105
"Oklahoma","Kay",2017,38992
"Oklahoma","Kingfisher",2017,46572
"Oklahoma","Kiowa",2017,32195
"Oklahoma","Latimer",2017,31867
"Oklahoma","Le Flore",2017,31925
"Oklahoma","Lincoln",2017,34087
"Oklahoma","Logan",2017,41299
"Oklahoma","Love",2017,36160
"Oklahoma","McClain",2017,43174
"Oklahoma","McCurtain",2017,31105
"Oklahoma","McIntosh",2017,32223
"Oklahoma","Major",2017,40204
"Oklahoma","Marshall",2017,31695
"Oklahoma","Mayes",2017,33357
"Oklahoma","Murray",2017,40754
"Oklahoma","Muskogee",2017,35112
"Oklahoma","Noble",2017,40176
"Oklahoma","Nowata",2017,34386
"Oklahoma","Okfuskee",2017,28627
"Oklahoma","Oklahoma",2017,48979
"Oklahoma","Okmulgee",2017,32391
"Oklahoma","Osage",2017,33687
"Oklahoma","Ottawa",2017,34453
"Oklahoma","Pawnee",2017,34381
"Oklahoma","Payne",2017,35285
"Oklahoma","Pittsburg",2017,36456
"Oklahoma","Pontotoc",2017,40802
"Oklahoma","Pottawatomie",2017,36010
"Oklahoma","Pushmataha",2017,30841
"Oklahoma","Roger Mills",2017,43257
"Oklahoma","Rogers",2017,43717
"Oklahoma","Seminole",2017,32016
"Oklahoma","Sequoyah",2017,32171
"Oklahoma","Stephens",2017,38772
"Oklahoma","Texas",2017,44897
"Oklahoma","Tillman",2017,40902
"Oklahoma","Tulsa",2017,58024
"Oklahoma","Wagoner",2017,37728
"Oklahoma","Washington",2017,57820
"Oklahoma","Washita",2017,33857
"Oklahoma","Woods",2017,40195
"Oklahoma","Woodward",2017,41901
"Oregon",NA,2017,48372
"Oregon","Baker",2017,38217
"Oregon","Benton",2017,44519
"Oregon","Clackamas",2017,55478
"Oregon","Clatsop",2017,43220
"Oregon","Columbia",2017,42135
"Oregon","Coos",2017,41682
"Oregon","Crook",2017,39763
"Oregon","Curry",2017,40885
"Oregon","Deschutes",2017,53033
"Oregon","Douglas",2017,38822
"Oregon","Gilliam",2017,45345
"Oregon","Grant",2017,39949
"Oregon","Harney",2017,36911
"Oregon","Hood River",2017,52750
"Oregon","Jackson",2017,44533
"Oregon","Jefferson",2017,31738
"Oregon","Josephine",2017,39166
"Oregon","Klamath",2017,38367
"Oregon","Lake",2017,37029
"Oregon","Lane",2017,43960
"Oregon","Lincoln",2017,42009
"Oregon","Linn",2017,40865
"Oregon","Malheur",2017,29463
"Oregon","Marion",2017,41119
"Oregon","Morrow",2017,38728
"Oregon","Multnomah",2017,54726
"Oregon","Polk",2017,39554
"Oregon","Sherman",2017,47700
"Oregon","Tillamook",2017,42509
"Oregon","Umatilla",2017,37734
"Oregon","Union",2017,38138
"Oregon","Wallowa",2017,43005
"Oregon","Wasco",2017,42170
"Oregon","Washington",2017,57787
"Oregon","Wheeler",2017,35534
"Oregon","Yamhill",2017,43328
"Pennsylvania",NA,2017,53144
"Pennsylvania","Adams",2017,47020
"Pennsylvania","Allegheny",2017,58965
"Pennsylvania","Armstrong",2017,42553
"Pennsylvania","Beaver",2017,45923
"Pennsylvania","Bedford",2017,40551
"Pennsylvania","Berks",2017,47412
"Pennsylvania","Blair",2017,44160
"Pennsylvania","Bradford",2017,39497
"Pennsylvania","Bucks",2017,69658
"Pennsylvania","Butler",2017,55614
"Pennsylvania","Cambria",2017,40721
"Pennsylvania","Cameron",2017,45312
"Pennsylvania","Carbon",2017,47605
"Pennsylvania","Centre",2017,44527
"Pennsylvania","Chester",2017,78645
"Pennsylvania","Clarion",2017,39286
"Pennsylvania","Clearfield",2017,42452
"Pennsylvania","Clinton",2017,38201
"Pennsylvania","Columbia",2017,40499
"Pennsylvania","Crawford",2017,38698
"Pennsylvania","Cumberland",2017,52703
"Pennsylvania","Dauphin",2017,48733
"Pennsylvania","Delaware",2017,62877
"Pennsylvania","Elk",2017,45932
"Pennsylvania","Erie",2017,42308
"Pennsylvania","Fayette",2017,40343
"Pennsylvania","Forest",2017,21458
"Pennsylvania","Franklin",2017,44239
"Pennsylvania","Fulton",2017,42503
"Pennsylvania","Greene",2017,42063
"Pennsylvania","Huntingdon",2017,36339
"Pennsylvania","Indiana",2017,37668
"Pennsylvania","Jefferson",2017,41582
"Pennsylvania","Juniata",2017,43589
"Pennsylvania","Lackawanna",2017,45388
"Pennsylvania","Lancaster",2017,49961
"Pennsylvania","Lawrence",2017,41382
"Pennsylvania","Lebanon",2017,46194
"Pennsylvania","Lehigh",2017,50697
"Pennsylvania","Luzerne",2017,43015
"Pennsylvania","Lycoming",2017,41587
"Pennsylvania","McKean",2017,42841
"Pennsylvania","Mercer",2017,40648
"Pennsylvania","Mifflin",2017,37730
"Pennsylvania","Monroe",2017,40393
"Pennsylvania","Montgomery",2017,75872
"Pennsylvania","Montour",2017,55164
"Pennsylvania","Northampton",2017,51895
