"State","County","year","income"
"Iowa","Cerro Gordo",2016,51227
"Iowa","Cherokee",2016,59459
"Iowa","Chickasaw",2016,56206
"Iowa","Clarke",2016,37919
"Iowa","Clay",2016,45928
"Iowa","Clayton",2016,45320
"Iowa","Clinton",2016,41469
"Iowa","Crawford",2016,37953
"Iowa","Dallas",2016,61463
"Iowa","Davis",2016,33170
"Iowa","Decatur",2016,30956
"Iowa","Delaware",2016,45140
"Iowa","Des Moines",2016,49673
"Iowa","Dickinson",2016,54780
"Iowa","Dubuque",2016,45084
"Iowa","Emmet",2016,40404
"Iowa","Fayette",2016,40064
"Iowa","Floyd",2016,43966
"Iowa","Franklin",2016,46749
"Iowa","Fremont",2016,41697
"Iowa","Greene",2016,45397
"Iowa","Grundy",2016,47877
"Iowa","Guthrie",2016,49254
"Iowa","Hamilton",2016,46802
"Iowa","Hancock",2016,47101
"Iowa","Hardin",2016,46204
"Iowa","Harrison",2016,44497
"Iowa","Henry",2016,39595
"Iowa","Howard",2016,44220
"Iowa","Humboldt",2016,48221
"Iowa","Ida",2016,48247
"Iowa","Iowa",2016,49204
"Iowa","Jackson",2016,41817
"Iowa","Jasper",2016,40187
"Iowa","Jefferson",2016,38367
"Iowa","Johnson",2016,49104
"Iowa","Jones",2016,41069
"Iowa","Keokuk",2016,41597
"Iowa","Kossuth",2016,48090
"Iowa","Lee",2016,39613
"Iowa","Linn",2016,49592
"Iowa","Louisa",2016,37414
"Iowa","Lucas",2016,39444
"Iowa","Lyon",2016,54568
"Iowa","Madison",2016,45914
"Iowa","Mahaska",2016,39176
"Iowa","Marion",2016,43965
"Iowa","Marshall",2016,41374
"Iowa","Mills",2016,49974
"Iowa","Mitchell",2016,58166
"Iowa","Monona",2016,45989
"Iowa","Monroe",2016,39744
"Iowa","Montgomery",2016,38944
"Iowa","Muscatine",2016,44083
"Iowa","O'Brien",2016,54283
"Iowa","Osceola",2016,51336
"Iowa","Page",2016,38741
"Iowa","Palo Alto",2016,48337
"Iowa","Plymouth",2016,55074
"Iowa","Pocahontas",2016,51400
"Iowa","Polk",2016,50180
"Iowa","Pottawattamie",2016,42593
"Iowa","Poweshiek",2016,42708
"Iowa","Ringgold",2016,39479
"Iowa","Sac",2016,48148
"Iowa","Scott",2016,50263
"Iowa","Shelby",2016,48626
"Iowa","Sioux",2016,48125
"Iowa","Story",2016,39179
"Iowa","Tama",2016,42296
"Iowa","Taylor",2016,35670
"Iowa","Union",2016,37761
"Iowa","Van Buren",2016,37094
"Iowa","Wapello",2016,35927
"Iowa","Warren",2016,47573
"Iowa","Washington",2016,49045
"Iowa","Wayne",2016,38963
"Iowa","Webster",2016,43868
"Iowa","Winnebago",2016,40830
"Iowa","Winneshiek",2016,46455
"Iowa","Woodbury",2016,41700
"Iowa","Worth",2016,42482
"Iowa","Wright",2016,49090
"Kansas",NA,2016,47510
"Kansas","Allen",2016,36623
"Kansas","Anderson",2016,39988
"Kansas","Atchison",2016,34663
"Kansas","Barber",2016,38206
"Kansas","Barton",2016,44001
"Kansas","Bourbon",2016,38979
"Kansas","Brown",2016,41224
"Kansas","Butler",2016,43276
"Kansas","Chase",2016,43881
"Kansas","Chautauqua",2016,38439
"Kansas","Cherokee",2016,35505
"Kansas","Cheyenne",2016,42009
"Kansas","Clark",2016,57487
"Kansas","Clay",2016,39991
"Kansas","Cloud",2016,35103
"Kansas","Coffey",2016,53049
"Kansas","Comanche",2016,40131
"Kansas","Cowley",2016,36750
"Kansas","Crawford",2016,34328
"Kansas","Decatur",2016,47828
"Kansas","Dickinson",2016,38402
"Kansas","Doniphan",2016,35827
"Kansas","Douglas",2016,40244
"Kansas","Edwards",2016,52141
"Kansas","Elk",2016,39373
"Kansas","Ellis",2016,43265
"Kansas","Ellsworth",2016,35495
"Kansas","Finney",2016,40073
"Kansas","Ford",2016,35955
"Kansas","Franklin",2016,39623
"Kansas","Geary",2016,44189
"Kansas","Gove",2016,61795
"Kansas","Graham",2016,41262
"Kansas","Grant",2016,50032
"Kansas","Gray",2016,71412
"Kansas","Greeley",2016,48200
"Kansas","Greenwood",2016,39716
"Kansas","Hamilton",2016,56623
"Kansas","Harper",2016,44200
"Kansas","Harvey",2016,39397
"Kansas","Haskell",2016,64115
"Kansas","Hodgeman",2016,46441
"Kansas","Jackson",2016,38506
"Kansas","Jefferson",2016,40659
"Kansas","Jewell",2016,46616
"Kansas","Johnson",2016,68984
"Kansas","Kearny",2016,52688
"Kansas","Kingman",2016,43628
"Kansas","Kiowa",2016,38053
"Kansas","Labette",2016,38866
"Kansas","Lane",2016,83280
"Kansas","Leavenworth",2016,40204
"Kansas","Lincoln",2016,37277
"Kansas","Linn",2016,33817
"Kansas","Logan",2016,44460
"Kansas","Lyon",2016,35528
"Kansas","McPherson",2016,46987
"Kansas","Marion",2016,40120
"Kansas","Marshall",2016,44363
"Kansas","Meade",2016,56622
"Kansas","Miami",2016,44949
"Kansas","Mitchell",2016,51286
"Kansas","Montgomery",2016,33831
"Kansas","Morris",2016,42489
"Kansas","Morton",2016,38473
"Kansas","Nemaha",2016,50967
"Kansas","Neosho",2016,36139
"Kansas","Ness",2016,45570
"Kansas","Norton",2016,40703
"Kansas","Osage",2016,38939
"Kansas","Osborne",2016,43294
"Kansas","Ottawa",2016,39849
"Kansas","Pawnee",2016,43728
"Kansas","Phillips",2016,49287
"Kansas","Pottawatomie",2016,52213
"Kansas","Pratt",2016,44013
"Kansas","Rawlins",2016,48787
"Kansas","Reno",2016,37198
"Kansas","Republic",2016,46784
"Kansas","Rice",2016,40810
"Kansas","Riley",2016,39854
"Kansas","Rooks",2016,36635
"Kansas","Rush",2016,39960
"Kansas","Russell",2016,40893
"Kansas","Saline",2016,46084
"Kansas","Scott",2016,68765
"Kansas","Sedgwick",2016,47945
"Kansas","Seward",2016,35569
"Kansas","Shawnee",2016,43704
"Kansas","Sheridan",2016,50502
"Kansas","Sherman",2016,38263
"Kansas","Smith",2016,42880
"Kansas","Stafford",2016,42681
"Kansas","Stanton",2016,48489
"Kansas","Stevens",2016,35448
"Kansas","Sumner",2016,38786
"Kansas","Thomas",2016,39208
"Kansas","Trego",2016,43764
"Kansas","Wabaunsee",2016,47495
"Kansas","Wallace",2016,47595
"Kansas","Washington",2016,43874
"Kansas","Wichita",2016,76510
"Kansas","Wilson",2016,41465
"Kansas","Woodson",2016,32739
"Kansas","Wyandotte",2016,31158
"Kentucky",NA,2016,39638
"Kentucky","Adair",2016,28883
"Kentucky","Allen",2016,30508
"Kentucky","Anderson",2016,37852
"Kentucky","Ballard",2016,35574
"Kentucky","Barren",2016,34415
"Kentucky","Bath",2016,29412
"Kentucky","Bell",2016,27220
"Kentucky","Boone",2016,44105
"Kentucky","Bourbon",2016,41516
"Kentucky","Boyd",2016,36034
"Kentucky","Boyle",2016,35612
"Kentucky","Bracken",2016,33738
"Kentucky","Breathitt",2016,31128
"Kentucky","Breckinridge",2016,32224
"Kentucky","Bullitt",2016,38459
"Kentucky","Butler",2016,32125
"Kentucky","Caldwell",2016,33256
"Kentucky","Calloway",2016,33359
"Kentucky","Campbell",2016,44797
"Kentucky","Carlisle",2016,42165
"Kentucky","Carroll",2016,38456
"Kentucky","Carter",2016,28791
"Kentucky","Casey",2016,29508
"Kentucky","Christian",2016,35997
"Kentucky","Clark",2016,37726
"Kentucky","Clay",2016,28452
"Kentucky","Clinton",2016,29468
"Kentucky","Crittenden",2016,32305
"Kentucky","Cumberland",2016,32337
"Kentucky","Daviess",2016,39342
"Kentucky","Edmonson",2016,30369
"Kentucky","Elliott",2016,21036
"Kentucky","Estill",2016,29982
"Kentucky","Fayette",2016,46493
"Kentucky","Fleming",2016,31498
"Kentucky","Floyd",2016,33483
"Kentucky","Franklin",2016,41120
"Kentucky","Fulton",2016,31623
"Kentucky","Gallatin",2016,29388
"Kentucky","Garrard",2016,32627
"Kentucky","Grant",2016,33283
"Kentucky","Graves",2016,35674
"Kentucky","Grayson",2016,31634
"Kentucky","Green",2016,32496
"Kentucky","Greenup",2016,36992
"Kentucky","Hancock",2016,34369
"Kentucky","Hardin",2016,40992
"Kentucky","Harlan",2016,28429
"Kentucky","Harrison",2016,33197
"Kentucky","Hart",2016,30418
"Kentucky","Henderson",2016,36721
"Kentucky","Henry",2016,35858
"Kentucky","Hickman",2016,38455
"Kentucky","Hopkins",2016,37382
"Kentucky","Jackson",2016,27282
"Kentucky","Jefferson",2016,47841
"Kentucky","Jessamine",2016,42908
"Kentucky","Johnson",2016,31273
"Kentucky","Kenton",2016,53786
"Kentucky","Knott",2016,28391
"Kentucky","Knox",2016,28227
"Kentucky","Larue",2016,34281
"Kentucky","Laurel",2016,31742
"Kentucky","Lawrence",2016,29613
"Kentucky","Lee",2016,30902
"Kentucky","Leslie",2016,30260
"Kentucky","Letcher",2016,28658
"Kentucky","Lewis",2016,28707
"Kentucky","Lincoln",2016,29751
"Kentucky","Livingston",2016,36376
"Kentucky","Logan",2016,33477
"Kentucky","Lyon",2016,33519
"Kentucky","McCracken",2016,48142
"Kentucky","McCreary",2016,23996
"Kentucky","McLean",2016,36542
"Kentucky","Madison",2016,34014
"Kentucky","Magoffin",2016,28336
"Kentucky","Marion",2016,33489
"Kentucky","Marshall",2016,38714
"Kentucky","Martin",2016,26121
"Kentucky","Mason",2016,37603
"Kentucky","Meade",2016,37611
"Kentucky","Menifee",2016,28983
"Kentucky","Mercer",2016,35688
"Kentucky","Metcalfe",2016,29392
"Kentucky","Monroe",2016,34493
"Kentucky","Montgomery",2016,33371
"Kentucky","Morgan",2016,25706
"Kentucky","Muhlenberg",2016,32129
"Kentucky","Nelson",2016,40958
"Kentucky","Nicholas",2016,32509
"Kentucky","Ohio",2016,30697
"Kentucky","Oldham",2016,58040
"Kentucky","Owen",2016,32437
"Kentucky","Owsley",2016,29731
"Kentucky","Pendleton",2016,46462
"Kentucky","Perry",2016,35195
"Kentucky","Pike",2016,33043
"Kentucky","Powell",2016,29869
"Kentucky","Pulaski",2016,34498
"Kentucky","Robertson",2016,31443
"Kentucky","Rockcastle",2016,29133
"Kentucky","Rowan",2016,29488
"Kentucky","Russell",2016,31493
"Kentucky","Scott",2016,41498
"Kentucky","Shelby",2016,41753
"Kentucky","Simpson",2016,36473
"Kentucky","Spencer",2016,41489
"Kentucky","Taylor",2016,32944
"Kentucky","Todd",2016,35689
"Kentucky","Trigg",2016,35511
"Kentucky","Trimble",2016,33655
"Kentucky","Union",2016,30877
"Kentucky","Warren",2016,36302
"Kentucky","Washington",2016,34533
"Kentucky","Wayne",2016,26620
"Kentucky","Webster",2016,37088
"Kentucky","Whitley",2016,31586
"Kentucky","Wolfe",2016,29541
"Kentucky","Woodford",2016,47920
"Louisiana",NA,2016,42726
"Louisiana","Acadia",2016,34236
"Louisiana","Allen",2016,30513
"Louisiana","Ascension",2016,46685
"Louisiana","Assumption",2016,40358
"Louisiana","Avoyelles",2016,35099
"Louisiana","Beauregard",2016,39451
"Louisiana","Bienville",2016,33422
"Louisiana","Bossier",2016,41722
"Louisiana","Caddo",2016,44851
"Louisiana","Calcasieu",2016,44604
"Louisiana","Caldwell",2016,31621
"Louisiana","Cameron",2016,43152
"Louisiana","Catahoula",2016,31982
"Louisiana","Claiborne",2016,32376
"Louisiana","Concordia",2016,30098
"Louisiana","De Soto",2016,37155
"Louisiana","East Baton Rouge",2016,47689
"Louisiana","East Carroll",2016,34313
"Louisiana","East Feliciana",2016,39815
"Louisiana","Evangeline",2016,31600
"Louisiana","Franklin",2016,30010
"Louisiana","Grant",2016,30778
"Louisiana","Iberia",2016,36278
"Louisiana","Iberville",2016,37808
"Louisiana","Jackson",2016,31762
"Louisiana","Jefferson",2016,47629
"Louisiana","Jefferson Davis",2016,38091
"Louisiana","Lafayette",2016,45411
"Louisiana","Lafourche",2016,43008
"Louisiana","LaSalle",2016,29531
"Louisiana","Lincoln",2016,37007
"Louisiana","Livingston",2016,37428
"Louisiana","Madison",2016,31480
"Louisiana","Morehouse",2016,37453
"Louisiana","Natchitoches",2016,36008
"Louisiana","Orleans",2016,48148
"Louisiana","Ouachita",2016,38535
"Louisiana","Plaquemines",2016,47055
"Louisiana","Pointe Coupee",2016,41105
"Louisiana","Rapides",2016,43396
"Louisiana","Red River",2016,34926
"Louisiana","Richland",2016,35630
"Louisiana","Sabine",2016,31544
"Louisiana","St. Bernard",2016,30406
"Louisiana","St. Charles",2016,46139
"Louisiana","St. Helena",2016,40490
"Louisiana","St. James",2016,43065
"Louisiana","St. John the Baptist",2016,38078
"Louisiana","St. Landry",2016,38789
"Louisiana","St. Martin",2016,35923
"Louisiana","St. Mary",2016,36485
"Louisiana","St. Tammany",2016,55434
"Louisiana","Tangipahoa",2016,36690
"Louisiana","Tensas",2016,34363
"Louisiana","Terrebonne",2016,39210
"Louisiana","Union",2016,35754
"Louisiana","Vermilion",2016,36304
"Louisiana","Vernon",2016,37530
"Louisiana","Washington",2016,31647
"Louisiana","Webster",2016,36733
"Louisiana","West Baton Rouge",2016,44986
"Louisiana","West Carroll",2016,33516
"Louisiana","West Feliciana",2016,36414
"Louisiana","Winn",2016,33688
"Maine",NA,2016,44839
"Maine","Androscoggin",2016,38311
"Maine","Aroostook",2016,37648
"Maine","Cumberland",2016,56418
"Maine","Franklin",2016,35933
"Maine","Hancock",2016,47610
"Maine","Kennebec",2016,41907
"Maine","Knox",2016,47092
"Maine","Lincoln",2016,47364
"Maine","Oxford",2016,35071
"Maine","Penobscot",2016,38781
"Maine","Piscataquis",2016,35284
"Maine","Sagadahoc",2016,47836
"Maine","Somerset",2016,36094
"Maine","Waldo",2016,37611
"Maine","Washington",2016,38170
"Maine","York",2016,47736
"Maryland",NA,2016,59029
"Maryland","Allegany",2016,38104
"Maryland","Anne Arundel",2016,62866
"Maryland","Baltimore",2016,57199
"Maryland","Calvert",2016,58312
"Maryland","Caroline",2016,42905
"Maryland","Carroll",2016,58699
"Maryland","Cecil",2016,44440
"Maryland","Charles",2016,53773
"Maryland","Dorchester",2016,42980
"Maryland","Frederick",2016,57697
"Maryland","Garrett",2016,42478
"Maryland","Harford",2016,54868
"Maryland","Howard",2016,73266
"Maryland","Kent",2016,55909
"Maryland","Montgomery",2016,83956
"Maryland","Prince George's",2016,46048
"Maryland","Queen Anne's",2016,60105
"Maryland","St. Mary's",2016,53482
"Maryland","Somerset",2016,29867
"Maryland","Talbot",2016,68648
"Maryland","Washington",2016,44355
"Maryland","Wicomico",2016,39711
"Maryland","Worcester",2016,55989
"Maryland","Baltimore City",2016,47510
"Massachusetts",NA,2016,65473
"Massachusetts","Barnstable",2016,68022
"Massachusetts","Berkshire",2016,52595
"Massachusetts","Bristol",2016,49676
"Massachusetts","Dukes",2016,84691
"Massachusetts","Essex",2016,62011
"Massachusetts","Franklin",2016,50916
"Massachusetts","Hampden",2016,48230
"Massachusetts","Hampshire",2016,49395
"Massachusetts","Middlesex",2016,76452
"Massachusetts","Nantucket",2016,115197
"Massachusetts","Norfolk",2016,84259
"Massachusetts","Plymouth",2016,61925
"Massachusetts","Suffolk",2016,71701
"Massachusetts","Worcester",2016,52897
"Michigan",NA,2016,44868
"Michigan","Alcona",2016,34987
"Michigan","Alger",2016,31621
"Michigan","Allegan",2016,41434
"Michigan","Alpena",2016,38373
"Michigan","Antrim",2016,43131
"Michigan","Arenac",2016,34986
"Michigan","Baraga",2016,30913
"Michigan","Barry",2016,42068
"Michigan","Bay",2016,39443
"Michigan","Benzie",2016,39809
"Michigan","Berrien",2016,44018
"Michigan","Branch",2016,33996
"Michigan","Calhoun",2016,37994
"Michigan","Cass",2016,41290
"Michigan","Charlevoix",2016,47614
"Michigan","Cheboygan",2016,36750
"Michigan","Chippewa",2016,31871
"Michigan","Clare",2016,32224
"Michigan","Clinton",2016,43446
"Michigan","Crawford",2016,31870
"Michigan","Delta",2016,37535
"Michigan","Dickinson",2016,44252
"Michigan","Eaton",2016,39751
"Michigan","Emmet",2016,52689
"Michigan","Genesee",2016,38398
"Michigan","Gladwin",2016,33887
"Michigan","Gogebic",2016,37815
"Michigan","Grand Traverse",2016,45956
"Michigan","Gratiot",2016,34828
"Michigan","Hillsdale",2016,33623
"Michigan","Houghton",2016,35085
"Michigan","Huron",2016,42411
"Michigan","Ingham",2016,37918
"Michigan","Ionia",2016,32131
"Michigan","Iosco",2016,34769
"Michigan","Iron",2016,41648
"Michigan","Isabella",2016,32907
"Michigan","Jackson",2016,37336
"Michigan","Kalamazoo",2016,45350
"Michigan","Kalkaska",2016,32842
"Michigan","Kent",2016,50702
"Michigan","Keweenaw",2016,43200
"Michigan","Lake",2016,29468
"Michigan","Lapeer",2016,39676
"Michigan","Leelanau",2016,61855
"Michigan","Lenawee",2016,36934
"Michigan","Livingston",2016,53924
"Michigan","Luce",2016,29571
"Michigan","Mackinac",2016,41293
"Michigan","Macomb",2016,43416
"Michigan","Manistee",2016,36080
"Michigan","Marquette",2016,37683
"Michigan","Mason",2016,38116
"Michigan","Mecosta",2016,31343
"Michigan","Menominee",2016,39369
"Michigan","Midland",2016,47499
"Michigan","Missaukee",2016,31603
"Michigan","Monroe",2016,43757
"Michigan","Montcalm",2016,32315
"Michigan","Montmorency",2016,35140
"Michigan","Muskegon",2016,36235
"Michigan","Newaygo",2016,35720
"Michigan","Oakland",2016,66667
"Michigan","Oceana",2016,35474
"Michigan","Ogemaw",2016,31985
"Michigan","Ontonagon",2016,37177
"Michigan","Osceola",2016,33753
"Michigan","Oscoda",2016,31283
"Michigan","Otsego",2016,37732
"Michigan","Ottawa",2016,45095
"Michigan","Presque Isle",2016,36257
"Michigan","Roscommon",2016,34606
"Michigan","Saginaw",2016,36722
"Michigan","St. Clair",2016,40937
"Michigan","St. Joseph",2016,35323
"Michigan","Sanilac",2016,35104
"Michigan","Schoolcraft",2016,36917
"Michigan","Shiawassee",2016,36690
"Michigan","Tuscola",2016,35356
"Michigan","Van Buren",2016,38642
"Michigan","Washtenaw",2016,54377
"Michigan","Wayne",2016,40549
"Michigan","Wexford",2016,33864
"Minnesota",NA,2016,53209
"Minnesota","Aitkin",2016,36664
"Minnesota","Anoka",2016,47569
"Minnesota","Becker",2016,44531
"Minnesota","Beltrami",2016,38780
"Minnesota","Benton",2016,41238
"Minnesota","Big Stone",2016,51229
"Minnesota","Blue Earth",2016,42237
"Minnesota","Brown",2016,48668
"Minnesota","Carlton",2016,39788
"Minnesota","Carver",2016,66059
"Minnesota","Cass",2016,44024
"Minnesota","Chippewa",2016,45124
"Minnesota","Chisago",2016,45082
"Minnesota","Clay",2016,40797
"Minnesota","Clearwater",2016,40013
"Minnesota","Cook",2016,50705
"Minnesota","Cottonwood",2016,41804
"Minnesota","Crow Wing",2016,42105
"Minnesota","Dakota",2016,56037
"Minnesota","Dodge",2016,42113
"Minnesota","Douglas",2016,52520
"Minnesota","Faribault",2016,36558
"Minnesota","Fillmore",2016,41126
"Minnesota","Freeborn",2016,40579
"Minnesota","Goodhue",2016,48496
"Minnesota","Grant",2016,49479
"Minnesota","Hennepin",2016,69222
"Minnesota","Houston",2016,48011
"Minnesota","Hubbard",2016,40118
"Minnesota","Isanti",2016,41858
"Minnesota","Itasca",2016,39935
"Minnesota","Jackson",2016,47903
"Minnesota","Kanabec",2016,40955
"Minnesota","Kandiyohi",2016,49953
"Minnesota","Kittson",2016,50354
"Minnesota","Koochiching",2016,38220
"Minnesota","Lac qui Parle",2016,49535
"Minnesota","Lake",2016,43920
"Minnesota","Lake of the Woods",2016,49748
"Minnesota","Le Sueur",2016,46203
"Minnesota","Lincoln",2016,44381
"Minnesota","Lyon",2016,45921
"Minnesota","McLeod",2016,46913
"Minnesota","Mahnomen",2016,37585
"Minnesota","Marshall",2016,48402
"Minnesota","Martin",2016,47540
"Minnesota","Meeker",2016,40670
"Minnesota","Mille Lacs",2016,39689
"Minnesota","Morrison",2016,39418
"Minnesota","Mower",2016,43615
"Minnesota","Murray",2016,53014
"Minnesota","Nicollet",2016,46023
"Minnesota","Nobles",2016,41543
"Minnesota","Norman",2016,40843
"Minnesota","Olmsted",2016,53196
"Minnesota","Otter Tail",2016,45142
"Minnesota","Pennington",2016,51393
"Minnesota","Pine",2016,35183
"Minnesota","Pipestone",2016,50967
"Minnesota","Polk",2016,44296
"Minnesota","Pope",2016,45993
"Minnesota","Ramsey",2016,51340
"Minnesota","Red Lake",2016,46728
"Minnesota","Redwood",2016,49159
"Minnesota","Renville",2016,49505
"Minnesota","Rice",2016,40329
"Minnesota","Rock",2016,48428
"Minnesota","Roseau",2016,45981
"Minnesota","St. Louis",2016,43416
"Minnesota","Scott",2016,55284
"Minnesota","Sherburne",2016,43787
"Minnesota","Sibley",2016,45256
"Minnesota","Stearns",2016,43408
"Minnesota","Steele",2016,42306
"Minnesota","Stevens",2016,46704
"Minnesota","Swift",2016,47347
"Minnesota","Todd",2016,37434
"Minnesota","Traverse",2016,52999
"Minnesota","Wabasha",2016,44064
"Minnesota","Wadena",2016,37187
"Minnesota","Waseca",2016,42969
"Minnesota","Washington",2016,62427
"Minnesota","Watonwan",2016,39502
"Minnesota","Wilkin",2016,51691
"Minnesota","Winona",2016,46660
"Minnesota","Wright",2016,46593
"Minnesota","Yellow Medicine",2016,54917
"Mississippi",NA,2016,35613
